RT	mass	mass_u_ppm	mass_cal_u_ppm	area	area_u	peak_width	peak_alpha	compound_bin	LOD	SN	Ionisation
1383.66	26.0145302	4.36	2.7	21739.78	176.49	0.00364	0.6	0	266.6	81.55	EI
1383.66	27.0224046	1.97	2.6	172450.14	933.75	0.00374	0.6	0	1474.85	116.93	EI
1383.66	28.0302649	2.03	2.52	331320.63	1199.6	0.00384	0.6	0	8288.92	39.97	EI
1383.66	29.0381849	1.26	3	682104.72	3679.44	0.00394	0.6	0	6084.72	112.1	EI
1383.63	30.0416333	5.28	3.45	16962.79	131.9	0.00404	0.6	0	264.1	64.23	EI
1383.68	31.0451944	51.99	3.87	62.54	13.65	0.00414	0.6	0	23.67	2.64	EI
1383.7	35.998911	9.46	6.66	5359.81	111.64	0.00462	0.6	0	99.5	53.87	EI
1383.67	37.0067503	2.61	6.98	43174.23	242.02	0.00472	0.6	0	640.36	67.42	EI
1383.67	38.014523	2.42	5.43	75981.18	472.14	0.00482	0.6	0	1108.89	68.52	EI
1383.66	39.0223561	1.88	3.95	287274.65	1282.16	0.00492	0.6	0	3673.02	78.21	EI
1383.66	40.0291968	3.95	2.65	40745.55	243.42	0.00502	0.6	0	529.04	77.02	EI
1383.66	41.037973	1.56	2.72	252851.2	1080.93	0.00512	0.6	0	3366.69	75.1	EI
1383.66	42.0453054	2.36	2.8	82464.96	521.44	0.00522	0.6	0	1104.89	74.64	EI
1383.67	43.0536204	1.27	2.87	488974.28	2607.84	0.00532	0.6	0	3457.33	141.43	EI
1383.66	44.0613087	1.08	2.94	489082.61	2787.34	0.00542	0.6	0	4559.08	107.28	EI
1383.61	45.064577	4.03	3	15853.04	78.2	0.00551	0.6	0	209.27	75.75	EI
1383.68	46.0678214	46.03	3.06	136.6	13.75	0.00561	0.6	0	17.21	7.94	EI
