RT	mass	mass_u_ppm	mass_cal_u_ppm	area	area_u	peak_width	peak_alpha	compound_bin	LOD	SN	Ionisation
1514.99	30.9977947	26.61	3.85	618.28	23.6	0.00413	0.6	0	60.41	10.23	EI
1514.89	46.9679334	39.33	3.12	253.83	14.81	0.0057	0.6	0	38.91	6.52	EI
1515.04	48.9714232	194.59	3.23	42.26	13.58	0.0059	0.6	0	39.12	1.08	EI
1514.88	49.9946663	14.59	3.28	1551.09	46.41	0.006	0.6	0	118.39	13.1	EI
1514.92	65.9656557	33.77	3.9	516.22	17.75	0.00757	0.6	0	33.54	15.39	EI
1514.85	67.9793822	21.97	3.95	619.73	32.68	0.00776	0.6	0	31.26	19.83	EI
1514.65	69.9816101	63.79	3.96	135.12	15.92	0.00796	0.6	0	35.33	3.82	EI
1514.97	78.9160527	13.27	3.8	1817.42	41.62	0.00884	0.6	0	47.32	38.41	EI
1514.91	80.9140755	14.32	3.77	1817.66	37.44	0.00904	0.6	0	37.43	48.56	EI
1514.93	84.9636556	4.96	3.72	22874.02	236.9	0.00943	0.6	0	303.82	75.29	EI
1514.9	85.9674848	32.28	3.7	150.95	9.93	0.00953	0.6	0	13.59	11.11	EI
1514.96	86.960639	7.72	3.69	7368.35	91.31	0.00963	0.6	0	116.12	63.46	EI
1515.13	87.9619097	37.64	3.68	76.19	9.58	0.00973	0.6	0	8.66	8.8	EI
1514.84	90.9160298	37.41	3.64	126.46	9.61	0.01002	0.6	0	6.55	19.3	EI
1514.86	92.9134908	34.97	3.62	158.12	15.16	0.01021	0.6	0	16.42	9.63	EI
1514.78	109.9158678	20.05	3.25	186.54	14.09	0.01188	0.6	0	23.13	8.06	EI
1515.01	111.9118749	25.83	3.15	215.25	19.65	0.01208	0.6	0	38.16	5.64	EI
1514.71	113.8851638	42.08	3.04	44.47	10.57	0.01227	0.6	0	23.65	1.88	EI
1514.79	115.8814466	69.18	2.94	53.49	9.18	0.01247	0.6	0	15.42	3.47	EI
1514.95	128.9132402	8.97	2.51	5259.46	64.84	0.01375	0.6	0	125.39	41.95	EI
1515.08	129.9211989	67.8	2.49	34.4	10.15	0.01385	0.6	0	6.67	5.16	EI
1514.96	130.9110297	8.02	2.46	5344.18	58.33	0.01394	0.6	0	143.28	37.3	EI
1514.94	144.8830059	13.03	0.68	1558.6	37.44	0.01532	0.6	0	41.68	37.4	EI
1514.92	146.8810722	12.94	0.76	2014.99	53.91	0.01551	0.6	0	103.64	19.44	EI
1514.94	148.8793054	27.61	0.83	484.78	20.26	0.01571	0.6	0	81.88	5.92	EI
