RT	mass	mass_u_ppm	mass_cal_u_ppm	area	area_u	peak_width	peak_alpha	compound_bin	LOD	SN	Ionisation
1409.16	30.9973064	15.65	3.85	2120.5	47.13	0.00413	0.6	0	34.52	61.43	EI
1409.39	34.9677819	9.5	6.22	233.3	54.68	0.00452	0.6	0	169.07	1.38	EI
1408.99	46.9673777	44.55	3.11	306.42	20.05	0.0057	0.6	0	25.21	12.15	EI
1408.87	48.9657802	32.52	3.23	30.68	9.63	0.0059	0.6	0	21.16	1.45	EI
1409.13	49.99546	16.32	3.28	2545.13	43.38	0.006	0.6	0	27.93	91.12	EI
1409.27	61.9945685	36.09	3.77	28.05	9.45	0.00718	0.6	0	8.73	3.21	EI
1409.03	65.9658465	22.24	3.9	836.73	28.07	0.00757	0.6	0	45.1	18.55	EI
1409.26	67.9618817	30.57	3.95	241.19	20.68	0.00776	0.6	0	34.67	6.96	EI
1409.15	68.9932021	3.09	3.98	17979.59	157	0.00786	0.6	0	459.63	39.12	EI
1409.15	69.9963993	30.35	3.96	188.68	16.63	0.00796	0.6	0	50.49	3.74	EI
1409.13	84.9633804	3.87	3.72	35377.36	317.35	0.00943	0.6	0	1757.43	20.13	EI
1409.06	85.9671146	25.59	3.7	349.61	19.98	0.00953	0.6	0	25.45	13.74	EI
1409.13	86.9604323	5.27	3.69	11670.3	104.65	0.00963	0.6	0	423.74	27.54	EI
1408.75	87.9632839	54.16	3.68	66.83	12.32	0.00973	0.6	0	28.19	2.37	EI
1409.22	99.9913643	11.24	3.86	1209.82	53.54	0.01091	0.6	0	188.27	6.43	EI
1409.35	115.9619628	33.23	2.94	93.24	8	0.01248	0.6	0	38.6	2.42	EI
1409.14	118.9897636	4.51	2.79	28531.78	275.3	0.01277	0.6	0	913.55	31.23	EI
1409.1	119.9933706	26.54	2.76	553.15	29.02	0.01287	0.6	0	44.79	12.35	EI
1409.15	134.9599156	5.78	1.81	12697.93	123.75	0.01434	0.6	0	445.33	28.51	EI
1409.06	135.9635786	39.56	1.65	204.36	19.56	0.01444	0.6	0	34.91	5.85	EI
1409.15	136.9567846	9.17	1.49	4044.47	60.47	0.01454	0.6	0	124.13	32.58	EI
