Run file: 200602.1550.std.7.frag.train_C7H8
#############################################
Compound index: 0
Average retention time, seconds: 2178.57
Largest detected fragment series:
Formula	Likelihood indicator (%)	DBE	Molecular ion?
H8C7+: 	79.71	4.0	True
% norm I, exact	RT [s]	Total Intensity	% of Total Intensity	Meas. mass [m/z]	Exact mass [m/z]	Exact mass, u [ppm]	Mass diff [ppm]	Formula	DBE	Intensity	Intensity, fraction	Ionisation mode
0.1578	2178.62	14783.55	0.4	87.021924	87.022927	31.9	11.5	H3C7+	6.5	12905.68	0.873	EI
0.1531	2178.58	44920.08	1.2	64.029342	64.026281	28.4	-47.8	H3C4[13C]+	4.5	12523.20	0.279	EI
0.1396	2178.56	51851.85	1.4	90.045195	90.041931	27.2	-36.2	H5C6[13C]+	5.5	11418.76	0.220	EI
0.1319	2178.63	10797.91	0.3	49.007308	49.007276	33.9	-0.6	HC4+	4.5	10793.04	1.000	EI
0.1222	2178.47	143726.26	3.8	93.064805	93.060936	26.2	-41.6	H7C5[13C]2+	4.5	9997.45	0.070	EI
0.1142	2178.62	10464.40	0.3	76.029786	76.030752	38.1	12.7	H4C6+	5.0	9340.81	0.893	EI
0.1001	2179.18	8189.10	0.2	55.054092	55.054227	32.4	2.5	H7C4+	1.5	8189.10	1.000	EI
0.0923	2178.57	25792.16	0.7	40.029734	40.026281	31.4	-86.3	H3C2[13C]+	2.5	7552.21	0.293	EI
0.0900	2178.56	39809.10	1.0	52.029912	52.026281	28.6	-69.8	H3C3[13C]+	3.5	7360.47	0.185	EI
0.0811	2178.54	6631.32	0.2	73.006868	73.007276	38.4	5.6	HC6+	6.5	6631.10	1.000	EI
0.0697	2178.52	5770.00	0.2	83.998993	83.999451	45.4	5.5	C7+	8.0	5701.18	0.988	EI
0.0641	2178.58	228564.54	6.0	63.022643	63.018456	25.7	-66.4	H2C4[13C]+	5.0	5239.97	0.023	EI
0.0589	2178.57	168745.29	4.4	51.022833	51.018456	26.2	-85.8	H2C3[13C]+	4.0	4817.84	0.029	EI
0.0574	2178.92	5042.55	0.1	56.061549	56.062052	35.7	9.0	H8C4+	1.0	4696.36	0.931	EI
0.0523	2178.37	4279.36	0.1	94.068077	94.068761	52.5	7.3	H8C5[13C]2+	4.0	4279.36	1.000	EI
0.0507	2178.51	4373.73	0.1	59.999190	59.999451	40.8	4.4	C5+	6.0	4144.50	0.948	EI
0.0506	2178.56	2135888.96	56.2	92.061475	92.060503	25.2	-10.6	H6[2H]C7+	4.5	4136.54	0.002	EI
0.0389	2178.57	3797326.12	100.0	91.054207	91.049756	25.2	-48.9	H6C6[13C]+	5.0	3180.99	0.001	EI
0.04	2178.23	2952.14	0.1	70.076381	0.0	10.5	0.0	unidentified	0.0	2952.14	1.000	EI
0.03	2177.33	2781.72	0.1	84.092784	0.0	13.1	0.0	unidentified	0.0	2781.72	1.000	EI
0.0316	2178.55	2585.25	0.1	88.028515	88.030752	55.0	25.4	H4C7+	6.0	2585.25	1.000	EI
0.0311	2178.22	2545.82	0.1	42.045410	42.046402	45.3	23.6	H6C3+	1.0	2545.54	1.000	EI
0.0311	2178.60	93565.04	2.5	62.014773	62.010631	26.5	-66.8	HC4[13C]+	5.5	2544.27	0.027	EI
0.0304	2178.50	2486.33	0.1	26.015166	26.015101	58.1	-2.5	H2C2+	2.0	2486.33	1.000	EI
0.0287	2178.62	2812.10	0.1	67.052852	67.054227	45.5	20.5	H7C5+	2.5	2344.65	0.834	EI
0.0280	2178.47	143726.26	3.8	93.064805	93.068328	26.2	37.9	H7[2H]C7+	4.0	2294.37	0.016	EI
0.0251	2178.62	14783.55	0.4	87.021924	87.018456	31.9	-39.8	H2C6[13C]+	7.0	2054.33	0.139	EI
0.0249	2178.50	3111.55	0.1	78.043648	78.041931	49.7	-22.0	H5C5[13C]+	4.5	2034.26	0.654	EI
0.0246	2178.60	17378.00	0.5	75.022017	75.018456	32.2	-47.5	H2C5[13C]+	6.0	2014.69	0.116	EI
0.0224	2178.59	433189.62	11.4	65.038422	65.034106	25.4	-66.4	H4C4[13C]+	4.0	1829.01	0.004	EI
0.0181	2178.58	26209.64	0.7	86.014512	86.010631	30.0	-45.1	HC6[13C]+	7.5	1484.29	0.057	EI
0.0180	2178.62	18970.09	0.5	53.038033	53.034106	31.7	-74.0	H4C3[13C]+	3.0	1469.26	0.077	EI
0.0171	2178.56	224727.78	5.9	39.023116	39.018456	25.7	-119.4	H2C2[13C]+	3.0	1396.32	0.006	EI
0.0143	2178.62	10464.40	0.3	76.029786	76.026281	38.1	-46.1	H3C5[13C]+	5.5	1168.08	0.112	EI
0.0137	2178.50	3111.55	0.1	78.043648	78.046402	49.7	35.3	H6C6+	4.0	1122.22	0.361	EI
0.0124	2178.55	2585.25	0.1	88.028515	88.026281	55.0	-25.4	H3C6[13C]+	6.5	1011.99	0.391	EI
0.0107	2178.22	2545.82	0.1	42.045410	42.041931	45.3	-82.7	H5C2[13C]+	1.5	872.99	0.343	EI
0.0104	2178.99	1019.48	0.0	54.044241	54.041931	65.1	-42.7	H5C3[13C]+	2.5	850.07	0.834	EI
0.0095	2178.69	774.43	0.0	35.999793	35.999451	79.2	-9.5	C3+	4.0	774.43	1.000	EI
0.0094	2178.54	767.92	0.0	47.999203	47.999451	95.5	5.2	C4+	5.0	767.92	1.000	EI
0.0085	2177.68	693.49	0.0	29.038725	29.038577	64.4	-5.1	H5C2+	0.5	693.49	1.000	EI
0.0077	2178.50	26552.33	0.7	41.038609	41.034106	28.3	-109.7	H4C2[13C]+	2.0	628.75	0.024	EI
0.0077	2178.62	30266.32	0.8	77.038053	77.034106	29.1	-51.2	H4C5[13C]+	5.0	627.82	0.021	EI
0.0073	2178.59	42078.81	1.1	38.015210	38.010631	29.5	-120.4	HC2[13C]+	3.5	594.79	0.014	EI
0.0067	2178.62	2812.10	0.1	67.052852	67.045286	45.5	-112.8	H5C3[13C]2+	3.5	544.92	0.194	EI
0.0059	2178.57	107970.22	2.8	50.015145	50.010631	26.8	-90.2	HC3[13C]+	4.5	483.62	0.004	EI
0.0055	2178.57	17492.03	0.5	85.006733	85.002806	30.4	-46.2	C6[13C]+	8.0	447.06	0.026	EI
0.0054	2178.59	30403.47	0.8	74.014676	74.010631	30.2	-54.6	HC5[13C]+	6.5	445.69	0.015	EI
0.01	2178.34	420.37	0.0	31.010035	0.0	134.2	0.0	unidentified	0.0	420.37	1.000	EI
0.0047	2178.57	3797326.12	100.0	91.054207	91.045286	25.2	-98.0	H5C5[13C]2+	5.5	383.74	0.000	EI
0.0045	2178.92	5042.55	0.1	56.061549	56.057581	35.7	-70.8	H7C3[13C]+	1.5	366.95	0.073	EI
0.0041	2178.52	43694.72	1.2	66.043764	66.044853	29.6	16.5	H4[2H]C5+	3.5	338.20	0.008	EI
0.0040	2178.47	143726.26	3.8	93.064805	93.063858	26.2	-10.2	H6[2H]C6[13C]+	4.5	324.37	0.002	EI
0.0037	2178.72	300.78	0.0	71.999503	71.999451	122.0	-0.7	C6+	7.0	300.78	1.000	EI
0.0034	2178.59	433189.62	11.4	65.038422	65.029636	25.4	-135.1	H3C3[13C]2+	4.5	280.57	0.001	EI
0.0028	2178.56	40843.33	1.1	61.007019	61.002806	27.8	-69.1	C4[13C]+	6.0	232.14	0.006	EI
0.0027	2178.99	1019.48	0.0	54.044241	54.046402	65.1	40.0	H6C4+	2.0	216.85	0.213	EI
0.0025	2178.59	145835.25	3.8	89.038226	89.034106	26.2	-46.3	H4C6[13C]+	6.0	204.88	0.001	EI
0.0023	2178.37	4279.36	0.1	94.068077	94.064291	52.5	-40.2	H7C4[13C]3+	4.5	186.65	0.044	EI
0.0022	2178.37	4279.36	0.1	94.068077	94.071683	52.5	38.3	H7[2H]C6[13C]+	4.0	179.91	0.042	EI
0.0015	2178.62	18970.09	0.5	53.038033	53.029636	31.7	-158.3	H3C2[13C]2+	3.5	123.68	0.007	EI
0.0014	2178.58	44920.08	1.2	64.029342	64.021811	28.4	-117.6	H2C3[13C]2+	5.0	117.40	0.003	EI
0.0014	2178.56	51851.85	1.4	90.045195	90.044853	27.2	-3.8	H4[2H]C7+	5.5	113.41	0.002	EI
0.0013	2178.56	2135888.96	56.2	92.061475	92.053111	25.2	-90.8	H6C5[13C]2+	5.0	106.90	0.000	EI
0.0013	2178.57	25792.16	0.7	40.029734	40.029203	31.4	-13.3	H2[2H]C3+	2.5	105.01	0.004	EI
0.0013	2178.58	44920.08	1.2	64.029342	64.029203	28.4	-2.2	H2[2H]C5+	4.5	104.48	0.002	EI
0.0010	2178.50	26552.33	0.7	41.038609	41.029636	28.3	-218.6	H3C[13C]2+	2.5	84.60	0.003	EI
0.0010	2178.56	39809.10	1.0	52.029912	52.021811	28.6	-155.7	H2C2[13C]2+	4.0	80.95	0.002	EI
